"Feature.Name","Integer.Version","Orignal.Version"
"fiModelDesc","4392","SK270LC-IV"
"fiModelDesc","4393","SK290LC"
"fiModelDesc","4394","SK30"
"fiModelDesc","4395","SK300"
"fiModelDesc","4396","SK300LC"
"fiModelDesc","4397","SK300LC-IV"
"fiModelDesc","4398","SK30SR"
"fiModelDesc","4399","SK30UR"
"fiModelDesc","4400","SK330LC"
"fiModelDesc","4401","SK350"
"fiModelDesc","4402","SK350LC"
"fiModelDesc","4403","SK35SR"
"fiModelDesc","4404","SK400"
"fiModelDesc","4405","SK400LC"
"fiModelDesc","4406","SK400LC-III"
"fiModelDesc","4407","SK400LC-IV"
"fiModelDesc","4408","SK40SR"
"fiModelDesc","4409","SK45SR"
"fiModelDesc","4410","SK45SR-2"
"fiModelDesc","4411","SK480LC"
"fiModelDesc","4412","SK50"
"fiModelDesc","4413","SK500"
"fiModelDesc","4414","SK50UR"
"fiModelDesc","4415","SK60"
"fiModelDesc","4416","SK600"
"fiModelDesc","4417","SK60-III"
"fiModelDesc","4418","SK60-IV"
"fiModelDesc","4419","SK650"
"fiModelDesc","4420","SK70SR"
"fiModelDesc","4421","SK714"
"fiModelDesc","4422","SK714-5"
"fiModelDesc","4423","SK75"
"fiModelDesc","4424","SK75UR"
"fiModelDesc","4425","SK80CS"
"fiModelDesc","4426","SK815"
"fiModelDesc","4427","SK815-5"
"fiModelDesc","4428","SK8155N"
"fiModelDesc","4429","SK818"
"fiModelDesc","4430","SK820"
"fiModelDesc","4431","SK820-5"
"fiModelDesc","4432","SK8205N"
"fiModelDesc","4433","SKL814"
"fiModelDesc","4434","SKL823"
"fiModelDesc","4435","SKL824"
"fiModelDesc","4436","SKL834"
"fiModelDesc","4437","SKL844"
"fiModelDesc","4438","SKL853"
"fiModelDesc","4439","SKL854"
"fiModelDesc","4440","SKL863"
"fiModelDesc","4441","SKL873"
"fiModelDesc","4442","SKL873SP"
"fiModelDesc","4443","SL120"
"fiModelDesc","4444","SL120-2"
"fiModelDesc","4445","SL150"
"fiModelDesc","4446","SL150-1"
"fiModelDesc","4447","SL150-2"
"fiModelDesc","4448","SL180"
"fiModelDesc","4449","SL180-2"
"fiModelDesc","4450","SL250"
"fiModelDesc","4451","SL250-2"
"fiModelDesc","4452","SL3410"
"fiModelDesc","4453","SL3725"
"fiModelDesc","4454","SL3825"
"fiModelDesc","4455","SL4525"
"fiModelDesc","4456","SL4625"
"fiModelDesc","4457","SL4635"
"fiModelDesc","4458","SL4835DXT"
"fiModelDesc","4459","SL4835SXT"
"fiModelDesc","4460","SL5625"
"fiModelDesc","4461","SL5635"
"fiModelDesc","4462","SL5635DXT"
"fiModelDesc","4463","SL6625"
"fiModelDesc","4464","SL6635"
"fiModelDesc","4465","SL6635SXT"
"fiModelDesc","4466","SL7600"
"fiModelDesc","4467","SL7610"
"fiModelDesc","4468","SL7800"
"fiModelDesc","4469","SL7810"
"fiModelDesc","4470","SOLAR 030"
"fiModelDesc","4471","SOLAR035"
"fiModelDesc","4472","SOLAR 130III"
"fiModelDesc","4473","SOLAR 130LCV"
"fiModelDesc","4474","SOLAR 140LCV"
"fiModelDesc","4475","SOLAR170"
"fiModelDesc","4476","SOLAR 170III"
"fiModelDesc","4477","SOLAR 175LCV"
"fiModelDesc","4478","SOLAR 220LCIII"
"fiModelDesc","4479","SOLAR 220LCV"
"fiModelDesc","4480","SOLAR 225LCV"
"fiModelDesc","4481","SOLAR 255LCV"
"fiModelDesc","4482","SOLAR 280LCIII"
"fiModelDesc","4483","SOLAR 290LCV"
"fiModelDesc","4484","SOLAR 330III"
"fiModelDesc","4485","SOLAR 330LCV"
"fiModelDesc","4486","SOLAR 340LCV"
"fiModelDesc","4487","SOLAR 400LC"
"fiModelDesc","4488","SOLAR 400LCIII"
"fiModelDesc","4489","SOLAR 400LCV"
"fiModelDesc","4490","SOLAR 420LCV"
"fiModelDesc","4491","SOLAR 470LCV"
"fiModelDesc","4492","SOLAR 55"
"fiModelDesc","4493","SOLAR 55VPLUS"
"fiModelDesc","4494","SOLAR 70III"
"fiModelDesc","4495","SOLAR 75V"
"fiModelDesc","4496","SOLAR S015"
"fiModelDesc","4497","SR70"
"fiModelDesc","4498","SR80"
"fiModelDesc","4499","ST120-2"
"fiModelDesc","4500","SUPER 300"
"fiModelDesc","4501","SV100"
"fiModelDesc","4502","T105"
"fiModelDesc","4503","T133"
"fiModelDesc","4504","T135"
"fiModelDesc","4505","T135S"
"fiModelDesc","4506","T140"
"fiModelDesc","4507","T153"
"fiModelDesc","4508","T153S"
"fiModelDesc","4509","T173"
"fiModelDesc","4510","T173HL"
"fiModelDesc","4511","T173HLS"
"fiModelDesc","4512","T175"
"fiModelDesc","4513","T180"
"fiModelDesc","4514","T190"
"fiModelDesc","4515","T200"
"fiModelDesc","4516","T225"
"fiModelDesc","4517","T233HD"
"fiModelDesc","4518","T243HDS"
"fiModelDesc","4519","T245"
"fiModelDesc","4520","T250"
"fiModelDesc","4521","T300"
"fiModelDesc","4522","T320"
"fiModelDesc","4523","T400"
"fiModelDesc","4524","T400A"
"fiModelDesc","4525","T500"
"fiModelDesc","4526","T500A"
"fiModelDesc","4527","T500C"
"fiModelDesc","4528","T500L"
"fiModelDesc","4529","T500M"
"fiModelDesc","4530","T5D"
"fiModelDesc","4531","T600"
"fiModelDesc","4532","T600B"
"fiModelDesc","4533","T600C"
"fiModelDesc","4534","T644"
"fiModelDesc","4535","T7"
"fiModelDesc","4536","T744"
"fiModelDesc","4537","T85"
"fiModelDesc","4538","T9"
"fiModelDesc","4539","TB007"
"fiModelDesc","4540","TB014"
"fiModelDesc","4541","TB015"
"fiModelDesc","4542","TB016"
"fiModelDesc","4543","TB020"
"fiModelDesc","4544","TB025"
"fiModelDesc","4545","TB035"
"fiModelDesc","4546","TB045"
"fiModelDesc","4547","TB070"
"fiModelDesc","4548","TB108"
"fiModelDesc","4549","TB125"
"fiModelDesc","4550","TB135"
"fiModelDesc","4551","TB138FR"
"fiModelDesc","4552","TB145"
"fiModelDesc","4553","TB15"
"fiModelDesc","4554","TB175"
"fiModelDesc","4555","TB180FR"
"fiModelDesc","4556","TB21"
"fiModelDesc","4557","TB2200D"
"fiModelDesc","4558","TB25"
"fiModelDesc","4559","TB250"
"fiModelDesc","4560","TB300"
"fiModelDesc","4561","TB35S"
"fiModelDesc","4562","TB36"
"fiModelDesc","4563","TB45"
"fiModelDesc","4564","TB68"
"fiModelDesc","4565","TB800"
"fiModelDesc","4566","TC125"
"fiModelDesc","4567","TC16"
"fiModelDesc","4568","TC20"
"fiModelDesc","4569","TC225LC"
"fiModelDesc","4570","TC29"
"fiModelDesc","4571","TC35E"
"fiModelDesc","4572","TC37"
"fiModelDesc","4573","TC44"
"fiModelDesc","4574","TC44H"
"fiModelDesc","4575","TC48"
"fiModelDesc","4576","TC50"
"fiModelDesc","4577","TC54H"
"fiModelDesc","4578","TC60"
"fiModelDesc","4579","TC62H"
"fiModelDesc","4580","TD12"
"fiModelDesc","4581","TD12B"
"fiModelDesc","4582","TD12C"
"fiModelDesc","4583","TD12CXP"
"fiModelDesc","4584","TD12XP"
"fiModelDesc","4585","TD15"
"fiModelDesc","4586","TD15B"
"fiModelDesc","4587","TD15C"
"fiModelDesc","4588","TD15CLGP"
"fiModelDesc","4589","TD15E"
"fiModelDesc","4590","TD15ELGP"
"fiModelDesc","4591","TD15ELT"
"fiModelDesc","4592","TD15H"
"fiModelDesc","4593","TD20"
"fiModelDesc","4594","TD20E"
"fiModelDesc","4595","TD20G"
"fiModelDesc","4596","TD20H"
"fiModelDesc","4597","TD25"
"fiModelDesc","4598","TD25C"
"fiModelDesc","4599","TD25E"
"fiModelDesc","4600","TD25G"
"fiModelDesc","4601","TD40"
"fiModelDesc","4602","TD40B"
"fiModelDesc","4603","TD7"
"fiModelDesc","4604","TD7B"
"fiModelDesc","4605","TD7E"
"fiModelDesc","4606","TD7ELGP"
"fiModelDesc","4607","TD7G"
"fiModelDesc","4608","TD7H"
"fiModelDesc","4609","TD8"
"fiModelDesc","4610","TD8C"
"fiModelDesc","4611","TD8E"
"fiModelDesc","4612","TD8G"
"fiModelDesc","4613","TD8GLGP"
"fiModelDesc","4614","TD8GLT"
"fiModelDesc","4615","TD8H"
"fiModelDesc","4616","TD8HLGP"
"fiModelDesc","4617","TD9H"
"fiModelDesc","4618","TD9HLGP"
"fiModelDesc","4619","TL126"
"fiModelDesc","4620","TL130"
"fiModelDesc","4621","TL140"
"fiModelDesc","4622","TL150"
"fiModelDesc","4623","TL210"
"fiModelDesc","4624","TL26"
"fiModelDesc","4625","TL262"
"fiModelDesc","4626","TL60"
"fiModelDesc","4627","TL65"
"fiModelDesc","4628","TL80"
"fiModelDesc","4629","TLB20"
"fiModelDesc","4630","TLB220"
"fiModelDesc","4631","TLB325"
"fiModelDesc","4632","TLB425"
"fiModelDesc","4633","TLB425ESL"
"fiModelDesc","4634","TLB535"
"fiModelDesc","4635","TLB535ESL"
"fiModelDesc","4636","TLB6235ESL"
"fiModelDesc","4637","TLK750"
"fiModelDesc","4638","TLK760"
"fiModelDesc","4639","TLK965"
"fiModelDesc","4640","TX300LC1"
"fiModelDesc","4641","TX300LC2"
"fiModelDesc","4642","TX300LC2LongReach"
"fiModelDesc","4643","TX425DINGO"
"fiModelDesc","4644","TX525"
"fiModelDesc","4645","TX750"
"fiModelDesc","4646","TX760"
"fiModelDesc","4647","TX760B"
"fiModelDesc","4648","TX860"
"fiModelDesc","4649","TX860B"
"fiModelDesc","4650","TX860SB"
"fiModelDesc","4651","TX870B"
"fiModelDesc","4652","TX970B"
"fiModelDesc","4653","TXC140"
"fiModelDesc","4654","TXC140LC1"
"fiModelDesc","4655","TXC175LC1"
"fiModelDesc","4656","TXC225"
"fiModelDesc","4657","TXC225-2"
"fiModelDesc","4658","TXC225LC1"
"fiModelDesc","4659","TXC225LC2"
"fiModelDesc","4660","TXC340LC1"
"fiModelDesc","4661","TXC340LC2"
"fiModelDesc","4662","TXC470LC1"
"fiModelDesc","4663","TXL2001"
"fiModelDesc","4664","TXL200-2"
"fiModelDesc","4665","TXL2501"
"fiModelDesc","4666","TXL250-2"
"fiModelDesc","4667","TXL3002"
"fiModelDesc","4668","TXL4001"
"fiModelDesc","4669","TXL4002"
"fiModelDesc","4670","TXL5002"
"fiModelDesc","4671","U80"
"fiModelDesc","4672","UE40"
"fiModelDesc","4673","UE50"
"fiModelDesc","4674","UH009"
"fiModelDesc","4675","UH02"
"fiModelDesc","4676","UH025"
"fiModelDesc","4677","UH025-1"
"fiModelDesc","4678","UH025-7"
"fiModelDesc","4679","UH035"
"fiModelDesc","4680","UH04"
"fiModelDesc","4681","UH045"
"fiModelDesc","4682","UH045-5"
"fiModelDesc","4683","UH053"
"fiModelDesc","4684","UH063"
"fiModelDesc","4685","UH07"
"fiModelDesc","4686","UH071"
"fiModelDesc","4687","UH073"
"fiModelDesc","4688","UH07LC"
"fiModelDesc","4689","UH07LC7"
"fiModelDesc","4690","UH08-2"
"fiModelDesc","4691","UH08-2LC"
"fiModelDesc","4692","UH083"
"fiModelDesc","4693","UH08-3LC"
"fiModelDesc","4694","UH09"
"fiModelDesc","4695","UH09LC"
"fiModelDesc","4696","UH10"
"fiModelDesc","4697","UH101"
"fiModelDesc","4698","UH10LC"
"fiModelDesc","4699","UH121"
"fiModelDesc","4700","UH122"
"fiModelDesc","4701","UH122LC"
"fiModelDesc","4702","UH123"
"fiModelDesc","4703","UH14"
"fiModelDesc","4704","UH14-2"
"fiModelDesc","4705","UH143"
"fiModelDesc","4706","UH143LC"
"fiModelDesc","4707","UH16"
"fiModelDesc","4708","UH171"
"fiModelDesc","4709","UH172"
"fiModelDesc","4710","UH172LC"
"fiModelDesc","4711","UH181"
"fiModelDesc","4712","UH20"
"fiModelDesc","4713","UH261"
"fiModelDesc","4714","UH30"
"fiModelDesc","4715","UH45"
"fiModelDesc","4716","UH501"
"fiModelDesc","4717","UH801"
"fiModelDesc","4718","V45"
"fiModelDesc","4719","VC15"
"fiModelDesc","4720","VC20"
"fiModelDesc","4721","VC20/20"
"fiModelDesc","4722","VIO30"
"fiModelDesc","4723","VIO35"
"fiModelDesc","4724","VIO352"
"fiModelDesc","4725","VIO50"
"fiModelDesc","4726","VIO70"
"fiModelDesc","4727","VIO75"
"fiModelDesc","4728","W11"
"fiModelDesc","4729","W11B"
"fiModelDesc","4730","W12"
"fiModelDesc","4731","W120"
"fiModelDesc","4732","W130"
"fiModelDesc","4733","W14"
"fiModelDesc","4734","W14B"
"fiModelDesc","4735","W14C"
"fiModelDesc","4736","W14H"
"fiModelDesc","4737","W18"
"fiModelDesc","4738","W1801"
"fiModelDesc","4739","W18B"
"fiModelDesc","4740","W190B"
"fiModelDesc","4741","W20"
"fiModelDesc","4742","W20B"
"fiModelDesc","4743","W20C"
"fiModelDesc","4744","W24"
"fiModelDesc","4745","W24B"
"fiModelDesc","4746","W24C"
"fiModelDesc","4747","W26"
"fiModelDesc","4748","W260"
"fiModelDesc","4749","W260-1"
"fiModelDesc","4750","W26B"
"fiModelDesc","4751","W30"
"fiModelDesc","4752","W30C"
"fiModelDesc","4753","W30ZF"
"fiModelDesc","4754","W36"
"fiModelDesc","4755","W4"
"fiModelDesc","4756","W40-2"
"fiModelDesc","4757","W50"
"fiModelDesc","4758","W50TC"
"fiModelDesc","4759","W60-2"
"fiModelDesc","4760","W70-3"
"fiModelDesc","4761","W7C"
"fiModelDesc","4762","W80BTC"
"fiModelDesc","4763","W80TC"
"fiModelDesc","4764","WA100"
"fiModelDesc","4765","WA100-1"
"fiModelDesc","4766","WA100-3"
"fiModelDesc","4767","WA120"
"fiModelDesc","4768","WA120-1"
"fiModelDesc","4769","WA120-3"
"fiModelDesc","4770","WA1203L"
"fiModelDesc","4771","WA1203MC"
"fiModelDesc","4772","WA150"
"fiModelDesc","4773","WA150-1"
"fiModelDesc","4774","WA150-3"
"fiModelDesc","4775","WA150-5"
"fiModelDesc","4776","WA180"
"fiModelDesc","4777","WA180-1"
"fiModelDesc","4778","WA1801L"
"fiModelDesc","4779","WA180-3"
"fiModelDesc","4780","WA180-3L"
"fiModelDesc","4781","WA180-3MC"
"fiModelDesc","4782","WA180PT-3"
"fiModelDesc","4783","WA20"
"fiModelDesc","4784","WA200"
"fiModelDesc","4785","WA200-1"
"fiModelDesc","4786","WA200-5"
"fiModelDesc","4787","WA2005L"
"fiModelDesc","4788","WA200-6"
"fiModelDesc","4789","WA200PT-5"
"fiModelDesc","4790","WA20-1"
"fiModelDesc","4791","WA250"
"fiModelDesc","4792","WA250-1"
"fiModelDesc","4793","WA2501LC"
"fiModelDesc","4794","WA250-3"
"fiModelDesc","4795","WA2503L"
"fiModelDesc","4796","WA250-3MC"
"fiModelDesc","4797","WA250-3PT"
"fiModelDesc","4798","WA250-5"
"fiModelDesc","4799","WA250-5GALEO"
"fiModelDesc","4800","WA2505L"
"fiModelDesc","4801","WA250-5LGALEO"
"fiModelDesc","4802","WA250-6"
"fiModelDesc","4803","WA250PT"
"fiModelDesc","4804","WA250PT-3"
"fiModelDesc","4805","WA250PT3MC"
"fiModelDesc","4806","WA250PT-5"
"fiModelDesc","4807","WA250PT5L"
"fiModelDesc","4808","WA250PTC-5L"
"fiModelDesc","4809","WA270"
"fiModelDesc","4810","WA270-3"
"fiModelDesc","4811","WA30"
"fiModelDesc","4812","WA300"
"fiModelDesc","4813","WA300-1"
"fiModelDesc","4814","WA300-3CUSTOM"
"fiModelDesc","4815","WA30-2"
"fiModelDesc","4816","WA30-5"
"fiModelDesc","4817","WA30-5E"
"fiModelDesc","4818","WA320"
"fiModelDesc","4819","WA320-1"
"fiModelDesc","4820","WA320-3"
"fiModelDesc","4821","WA320-3H"
"fiModelDesc","4822","WA320-3L"
"fiModelDesc","4823","WA320-3MC"
"fiModelDesc","4824","WA320-5"
"fiModelDesc","4825","WA320-5L"
"fiModelDesc","4826","WA320PT-5"
"fiModelDesc","4827","WA320PT5L"
"fiModelDesc","4828","WA350"
"fiModelDesc","4829","WA350-1"
"fiModelDesc","4830","WA350-1L"
"fiModelDesc","4831","WA360-3"
"fiModelDesc","4832","WA380"
"fiModelDesc","4833","WA380-1"
"fiModelDesc","4834","WA380-1L"
"fiModelDesc","4835","WA380-3"
"fiModelDesc","4836","WA380-3H"
"fiModelDesc","4837","WA380-3L"
"fiModelDesc","4838","WA380-3MC"
"fiModelDesc","4839","WA380-5"
"fiModelDesc","4840","WA380-5H"
"fiModelDesc","4841","WA380-5L"
"fiModelDesc","4842","WA380-6"
"fiModelDesc","4843","WA380-6GALEO"
"fiModelDesc","4844","WA380-8"
"fiModelDesc","4845","WA380MC"
"fiModelDesc","4846","WA40"
"fiModelDesc","4847","WA400"
"fiModelDesc","4848","WA400-1"
"fiModelDesc","4849","WA400-5"
"fiModelDesc","4850","WA4005L"
"fiModelDesc","4851","WA40-1"
"fiModelDesc","4852","WA40-3"
"fiModelDesc","4853","WA420"
"fiModelDesc","4854","WA420-1"
"fiModelDesc","4855","WA420-3"
"fiModelDesc","4856","WA420-3H"
"fiModelDesc","4857","WA4203MC"
"fiModelDesc","4858","WA430-6"
"fiModelDesc","4859","WA450"
"fiModelDesc","4860","WA450-1"
"fiModelDesc","4861","WA450-1L"
"fiModelDesc","4862","WA450-2"
"fiModelDesc","4863","WA450-3"
"fiModelDesc","4864","WA450-3L"
"fiModelDesc","4865","WA450-3MC"
"fiModelDesc","4866","WA450-5"
"fiModelDesc","4867","WA450-5L"
"fiModelDesc","4868","WA450-6"
"fiModelDesc","4869","WA470"
"fiModelDesc","4870","WA470-1"
"fiModelDesc","4871","WA470-3"
"fiModelDesc","4872","WA470-3H"
"fiModelDesc","4873","WA470-5H"
"fiModelDesc","4874","WA480-5"
"fiModelDesc","4875","WA4805L"
"fiModelDesc","4876","WA480-6"
"fiModelDesc","4877","WA50"
"fiModelDesc","4878","WA500"
"fiModelDesc","4879","WA500-1"
"fiModelDesc","4880","WA500-1L"
"fiModelDesc","4881","WA5001LC"
"fiModelDesc","4882","WA5001LE"
"fiModelDesc","4883","WA500-3"
"fiModelDesc","4884","WA500-3LK"
"fiModelDesc","4885","WA50-3"
"fiModelDesc","4886","WA50-3EO"
"fiModelDesc","4887","WA60"
"fiModelDesc","4888","WA600"
"fiModelDesc","4889","WA600-1"
"fiModelDesc","4890","WA6001L"
"fiModelDesc","4891","WA6001LC"
"fiModelDesc","4892","WA6001LE"
"fiModelDesc","4893","WA600-3"
"fiModelDesc","4894","WA600-3L"
"fiModelDesc","4895","WA6003LK"
"fiModelDesc","4896","WA65"
"fiModelDesc","4897","WA65-3"
"fiModelDesc","4898","WA70"
"fiModelDesc","4899","WA700"
"fiModelDesc","4900","WA700-1"
"fiModelDesc","4901","WA7001L"
"fiModelDesc","4902","WA700-3"
"fiModelDesc","4903","WA70-1"
"fiModelDesc","4904","WA70-5"
"fiModelDesc","4905","WA75"
"fiModelDesc","4906","WA75-3"
"fiModelDesc","4907","WA753H"
"fiModelDesc","4908","WA80"
"fiModelDesc","4909","WA800"
"fiModelDesc","4910","WA800-2"
"fiModelDesc","4911","WA800-3"
"fiModelDesc","4912","WA80-5"
"fiModelDesc","4913","WA90"
"fiModelDesc","4914","WA95"
"fiModelDesc","4915","WA95-3"
"fiModelDesc","4916","WB100"
"fiModelDesc","4917","WB140"
"fiModelDesc","4918","WB140-2"
"fiModelDesc","4919","WB140-2N"
"fiModelDesc","4920","WB1402T"
"fiModelDesc","4921","WB140F-2"
"fiModelDesc","4922","WB140PS"
"fiModelDesc","4923","WB140PS-2N"
"fiModelDesc","4924","WB142-5"
"fiModelDesc","4925","WB146"
"fiModelDesc","4926","WB146-5"
"fiModelDesc","4927","WB150"
"fiModelDesc","4928","WB150-2"
"fiModelDesc","4929","WB150-2N"
"fiModelDesc","4930","WB150AWS2"
"fiModelDesc","4931","WB150AWS2N"
"fiModelDesc","4932","WB150PS"
"fiModelDesc","4933","WB150PS-2"
"fiModelDesc","4934","WB150PS-2N"
"fiModelDesc","4935","WB156-5"
"fiModelDesc","4936","WB93R"
"fiModelDesc","4937","WB93R-2"
"fiModelDesc","4938","WB97R"
"fiModelDesc","4939","WB97R2"
"fiModelDesc","4940","WB97S5"
"fiModelDesc","4941","WL350"
"fiModelDesc","4942","WL440"
"fiModelDesc","4943","WL440B"
"fiModelDesc","4944","WL50G"
"fiModelDesc","4945","WLK15"
"fiModelDesc","4946","WLK20"
"fiModelDesc","4947","WLK25"
"fiModelDesc","4948","WLK35"
"fiModelDesc","4949","WR11-1"
"fiModelDesc","4950","WS200"
"fiModelDesc","4951","WS200A"
"fiModelDesc","4952","WS210"
"fiModelDesc","4953","WS300A"
"fiModelDesc","4954","WS400"
"fiModelDesc","4955","WS500"
"fiModelDesc","4956","WS500B"
"fiModelDesc","4957","X320"
"fiModelDesc","4958","X325"
"fiModelDesc","4959","X328"
"fiModelDesc","4960","X331"
"fiModelDesc","4961","X334"
"fiModelDesc","4962","X337"
"fiModelDesc","4963","X341"
"fiModelDesc","4964","XL2200"
"fiModelDesc","4965","XL3200"
"fiModelDesc","4966","XL4200"
"fiModelDesc","4967","XL5200"
"fiModelDesc","4968","XT1600"
"fiModelDesc","4969","XT850"
"fiModelDesc","4970","YB201"
"fiModelDesc","4971","YB22"
"fiModelDesc","4972","YB251"
"fiModelDesc","4973","YB27"
"fiModelDesc","4974","YB271"
"fiModelDesc","4975","YB301"
"fiModelDesc","4976","YB351"
"fiModelDesc","4977","YB451"
"fiModelDesc","4978","YB50"
"fiModelDesc","4979","YB551"
"fiModelDesc","4980","ZAXIS 135US"
"fiModelDesc","4981","ZAXIS 160LC"
"fiModelDesc","4982","ZAXIS 225USLC"
"fiModelDesc","4983","ZAXIS 270"
"fiModelDesc","4984","ZAXIS 330LC"
"fiModelDesc","4985","ZL402C"
"fiModelDesc","4986","ZX110"
"fiModelDesc","4987","ZX120"
"fiModelDesc","4988","ZX120LC"
"fiModelDesc","4989","ZX125"
"fiModelDesc","4990","ZX135"
"fiModelDesc","4991","ZX135C"
"fiModelDesc","4992","ZX135U"
"fiModelDesc","4993","ZX135US"
"fiModelDesc","4994","ZX135USBL"
"fiModelDesc","4995","ZX160LC"
"fiModelDesc","4996","ZX160LC3"
"fiModelDesc","4997","ZX17U-2"
"fiModelDesc","4998","ZX180LC"
"fiModelDesc","4999","ZX200"
"fiModelDesc","5000","ZX200LC"
"fiModelDesc","5001","ZX200LC3"
"fiModelDesc","5002","ZX200LL"
"fiModelDesc","5003","ZX210"
"fiModelDesc","5004","ZX210K"
"fiModelDesc","5005","ZX210LC"
"fiModelDesc","5006","ZX225"
"fiModelDesc","5007","ZX225US"
"fiModelDesc","5008","ZX225USLC"
"fiModelDesc","5009","ZX225USR"
"fiModelDesc","5010","ZX225USRK"
"fiModelDesc","5011","ZX225USRLC"
"fiModelDesc","5012","ZX230"
"fiModelDesc","5013","ZX230LC"
"fiModelDesc","5014","ZX240LC"
"fiModelDesc","5015","ZX240LC3"
"fiModelDesc","5016","ZX240LCK"
"fiModelDesc","5017","ZX25CLR"
"fiModelDesc","5018","ZX27"
"fiModelDesc","5019","ZX270"
"fiModelDesc","5020","ZX270LC"
"fiModelDesc","5021","ZX270LC3"
"fiModelDesc","5022","ZX27U"
"fiModelDesc","5023","ZX30U"
"fiModelDesc","5024","ZX30UR"
"fiModelDesc","5025","ZX330"
"fiModelDesc","5026","ZX330CLC"
"fiModelDesc","5027","ZX330LC"
"fiModelDesc","5028","ZX330LC5"
"fiModelDesc","5029","ZX350H"
"fiModelDesc","5030","ZX350LC"
"fiModelDesc","5031","ZX350LC3"
"fiModelDesc","5032","ZX350LCH3"
"fiModelDesc","5033","ZX35U"
"fiModelDesc","5034","ZX35U-2"
"fiModelDesc","5035","ZX35U3"
"fiModelDesc","5036","ZX35U-NA"
"fiModelDesc","5037","ZX35UNA-2"
"fiModelDesc","5038","ZX370"
"fiModelDesc","5039","ZX370LC"
"fiModelDesc","5040","ZX450"
"fiModelDesc","5041","ZX450-3"
"fiModelDesc","5042","ZX450LC"
"fiModelDesc","5043","ZX450LC3"
"fiModelDesc","5044","ZX450LCH"
"fiModelDesc","5045","ZX460LC"
"fiModelDesc","5046","ZX50"
"fiModelDesc","5047","ZX50U"
"fiModelDesc","5048","ZX50U-2"
"fiModelDesc","5049","ZX600"
"fiModelDesc","5050","ZX600LC"
"fiModelDesc","5051","ZX70"
"fiModelDesc","5052","ZX75"
"fiModelDesc","5053","ZX75US"
"fiModelDesc","5054","ZX75USA"
"fiModelDesc","5055","ZX80"
"fiModelDesc","5056","ZX800"
"fiModelDesc","5057","ZX800LC"
"fiModelDesc","5058","ZX80LCK"
"fiModelDesc","5059","ZX850H"
"ProductSize","1","Compact"
"ProductSize","2","Large"
"ProductSize","3","Large / Medium"
"ProductSize","4","Medium"
"ProductSize","5","Mini"
"ProductSize","6","Small"
"state","1","Alabama"
"state","2","Alaska"
"state","3","Arizona"
"state","4","Arkansas"
"state","5","California"
"state","6","Colorado"
"state","7","Connecticut"
"state","8","Delaware"
"state","9","Florida"
"state","10","Georgia"
"state","11","Hawaii"
"state","12","Idaho"
"state","13","Illinois"
"state","14","Indiana"
"state","15","Iowa"
"state","16","Kansas"
"state","17","Kentucky"
"state","18","Louisiana"
"state","19","Maine"
"state","20","Maryland"
"state","21","Massachusetts"
"state","22","Michigan"
"state","23","Minnesota"
"state","24","Mississippi"
"state","25","Missouri"
"state","26","Montana"
"state","27","Nebraska"
"state","28","Nevada"
"state","29","New Hampshire"
"state","30","New Jersey"
"state","31","New Mexico"
"state","32","New York"
"state","33","North Carolina"
"state","34","North Dakota"
"state","35","Ohio"
"state","36","Oklahoma"
"state","37","Oregon"
"state","38","Pennsylvania"
"state","39","Puerto Rico"
"state","40","Rhode Island"
"state","41","South Carolina"
"state","42","South Dakota"
"state","43","Tennessee"
"state","44","Texas"
"state","45","Unspecified"
"state","46","Utah"
"state","47","Vermont"
"state","48","Virginia"
"state","49","Washington"
"state","50","Washington DC"
"state","51","West Virginia"
"state","52","Wisconsin"
"state","53","Wyoming"
"ProductGroupDesc","1","Backhoe Loaders"
"ProductGroupDesc","2","Motor Graders"
"ProductGroupDesc","3","Skid Steer Loaders"
"ProductGroupDesc","4","Track Excavators"
"ProductGroupDesc","5","Track Type Tractors"
"ProductGroupDesc","6","Wheel Loader"
"Drive_System","1","All Wheel Drive"
"Drive_System","2","Four Wheel Drive"
"Drive_System","3","No"
"Drive_System","4","Two Wheel Drive"
"Enclosure","1","EROPS"
"Enclosure","2","EROPS AC"
"Enclosure","3","EROPS w AC"
"Enclosure","4","None or Unspecified"
"Enclosure","5","NO ROPS"
"Enclosure","6","OROPS"
"Forks","1","None or Unspecified"
"Forks","2","Yes"
"Pad_Type","1","Grouser"
"Pad_Type","2","None or Unspecified"
"Pad_Type","3","Reversible"
"Pad_Type","4","Street"
"Ride_Control","1","No"
"Ride_Control","2","None or Unspecified"
"Ride_Control","3","Yes"
"Stick","1","Extended"
"Stick","2","Standard"
"Transmission","1","Autoshift"
"Transmission","2","AutoShift"
"Transmission","3","Direct Drive"
"Transmission","4","Hydrostatic"
"Transmission","5","None or Unspecified"
"Transmission","6","Powershift"
"Transmission","7","Powershuttle"
"Transmission","8","Standard"
"Turbocharged","1","None or Unspecified"
"Turbocharged","2","Yes"
"Blade_Extension","1","None or Unspecified"
"Blade_Extension","2","Yes"
"Blade_Width","1","<12'"
"Blade_Width","2","12'"
"Blade_Width","3","13'"
"Blade_Width","4","14'"
"Blade_Width","5","16'"
"Blade_Width","6","None or Unspecified"
"Enclosure_Type","1","High Profile"
"Enclosure_Type","2","Low Profile"
"Enclosure_Type","3","None or Unspecified"
"Engine_Horsepower","1","No"
